1 1 99.466 2688.2 120.11 50.106 40.366 79.844 50.206 22.753 30.178 7.5 139.83 302.34
1 2 100.02 2689.4 119.95 48.209 38.612 79.806 50.206 22.753 30.178 7.5 138.64 295.53
1 3 104.34 2690.4 119.82 45.381 40.851 79.697 50.206 22.753 30.178 7.5 145.19 295.4
1 4 100.93 2690.8 119.92 40.35 40.131 79.055 50.206 22.753 30.178 7.5 141.06 300.68
1 5 101.4 2697.2 120.02 40.183 40.754 79.24 50.206 22.753 30.178 7.5 142.15 304.09
1 6 101.09 2694.5 120.09 45.653 39.671 79.354 50.206 22.753 30.178 7.5 140.76 292.64
1 7 101.5 2693.5 121.05 47.396 38.219 79.75 50.206 22.753 30.745 7.5 139.72 289.74
1 8 103.52 2695.4 120.82 45.267 40.068 79.862 50.206 22.753 30.745 7.5 143.59 289.12
1 9 100.08 2697.5 119.92 46.351 39.276 80.642 50.206 22.753 30.745 7.5 139.36 297.17
1 10 99.041 2695.6 120.63 49.089 39.275 80.427 50.206 22.753 30.745 7.5 138.32 293.62
1 11 101.46 2683.4 120.73 41.619 39.161 79.415 50.206 22.753 30.745 7.5 140.62 293.99
1 12 99.18 2680.6 120.63 42.318 39.776 79.879 50.206 22.753 30.745 7.5 138.96 289.76
1 13 98.37 2686.8 120.9 44.958 36.178 80.218 50.206 22.753 30.5 7.5 134.55 292.27
1 14 92.643 2672.1 120.51 47.533 37.416 80.605 50.206 22.753 30.5 7.5 130.06 280.89
1 15 90.567 2676.8 121.23 51.756 35.136 80.581 50.206 22.753 30.5 7.5 125.7 280.75
1 16 86.882 2657.3 120.44 55.238 37.598 80.544 50.206 22.753 30.5 7.5 124.48 278.47
1 17 85.917 2650.5 120.19 53.524 37.062 80.835 50.206 22.753 30.5 7.5 122.98 285.43
1 18 84.355 2650.8 119.07 54.713 38.116 80.293 50.206 22.753 30.5 7.5 122.47 278.67
1 19 85.494 2647.9 118.1 55.993 39.956 80.262 50.206 22.753 21.243 7.5 125.45 291.69
1 20 86.193 2637.1 117.39 53.571 39.532 79.323 50.206 22.753 21.243 7.5 125.72 296.57
1 21 86.45 2644.4 117.91 54.283 38.703 78.637 50.206 22.753 21.243 7.5 125.15 290.79
