P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15
-0.055594005902346026,0.08679819015826247,-0.007746230091813824,0.009521194496252888,0.010870828784335674,-0.10523747528595073,0.039536050927020304,-0.0011218025990286744,0.022959008366743167,0.017087696035676968,-0.03018436358984987,0.01825845005241605,-0.04498388411415018,-0.04489709928201152,-0.11673362241578544,-0.04799251511081475,-0.05347219931977785,0.039495387342694664,0.047338477300346724,0.05234004517456732,0.07497570146963889,0.004093067054087783,-0.018964490679306736,-0.07706788275057393,0.0012281466548035606,0.07246545614343378,0.1132574268130838,0.08800805375776553,0.06536944102521135,0.016825878322585145,-0.034448365640321825,0.10964844880308691,0.007978410890782509,-0.0378817436045156,0.07740155572844847,-0.1328119187638413,0.10252484953131336,0.04456139356459386,-0.03350545299100475,0.15516006380570485,-0.06858466161472246,-0.01475952057182199,0.08494479930608803,-0.04661839260130568,0.0010770820719257716,0.06412098013416564,0.03652595798964868,0.0690188831478714,0.013635135214945988,0.05951220740853128,-0.004906175739667353,0.06744978263462029
0.03495917531871822,0.031063916408094833,0.05748562685997714,0.03942591898917579,0.0026208993892676766,0.12268193729200655,0.03540616543822348,0.016664041794036123,0.0014503047737279944,-0.04417491288507765,0.09478384630005714,0.032625771587955474,-0.00752162740336727,0.015468288931109112,-0.012370207140624864,0.006276619012311736,-0.04008658038416246,0.0054306651376704144,-0.09899440946817459,0.027743802921020737,-0.0028844837220636313,0.037494346605439606,-0.06645797913840444,0.06954428234003578,-0.014812808846484372,0.01962080715025699,0.05140981646819812,0.08828962132366751,-0.0036515788248310532,0.004991574720059906,0.05543718579146821,0.03861778036590062,-0.021751401353112182,-0.01925738025827692,0.030039343357576256,-0.002552474664512208,0.032036184555112965,0.06096556326639422,-0.07777040121622605,0.047665115094186444,0.08514383435502498,-0.016155334824892655,0.02381188566658692,0.020099665168113606,0.02154037678207671,0.11646619985265712,-0.02716299086885551,0.0049577734561101275,0.03197954838362157,-0.07662624130120357,-0.0676249906576532,0.012502354091408218
0.05197257617250519,0.009757370261543795,0.03096906945556343,0.008432831831866355,0.05192316895458992,0.04890408806605349,0.0854977792177396,0.0685191314842857,0.014228507188559059,-0.0845678950259142,0.049093788825715086,0.010588802146745895,-0.025265299028082847,0.014245126019800984,0.06940696875112212,0.024983772357180575,0.031889720052553756,0.03754159454608217,0.11386552261402715,-0.006022310258183866,0.11527758457717965,0.11799014463171961,0.061450299464598346,0.04809057976459199,0.06430926385623238,0.0944072746014977,0.10841790284332037,0.056428550562661606,0.03604402716410291,0.048515660148433476,-0.057329564322249324,0.01881144037978834,0.027803625409221745,-0.005621183851417529,-0.08824635166820534,0.04032908085506473,0.05732408664616773,0.02150591181311358,0.02237781978826556,-0.008434899298553442,0.059721093545412426,-0.0068208503806113305,-0.017576701782377663,0.0808070835545378,0.007195661625501358,0.05467550267011548,0.08939512819942129,-0.02359830329981949,0.02259860170561761,0.1250922662255885,0.011270810882661873,0.03734929337165017
0.10753748312332029,0.03927690729183143,0.09897851831594301,0.05258980465141364,0.10763051761621423,0.08159351015877611,0.053627461625038175,0.10677060809823685,0.05778617532728383,0.06963134213473877,-0.008005651126084243,0.08978799094869354,0.09286539191288962,-0.004926470140990943,0.08215658153945923,-0.009307963509073043,0.05834154835492818,0.019695270094520566,0.08771478135976885,0.10312929927936537,0.07655079780464717,0.016246842704622552,0.07827725151447283,0.03974525089565242,-0.04998680866026104,0.06131212054444452,0.04390724670215464,0.0634498743977024,0.12247130256439728,0.07956613896879755,0.07904363359306643,0.03196156676311988,0.10929444607046687,0.0473908358064973,0.1315547459327449,0.027707106571114505,0.09354248972827392,0.06650586312533274,0.2325356739949263,0.14577924882279406,0.05740823983832008,-0.003322774752369112,0.10525523633126826,0.005320566727648156,0.013314383949950076,0.14889434091154208,0.020614000350257095,0.1235030716762443,0.059142197196347654,0.13665153827846724,0.18145327766587066,0.06777805771594932
0.04693616990007449,0.06857132365395358,0.012665647820652687,-0.05662441320582194,0.022521280519266614,0.07931434514933797,0.07665373307510821,0.1254623018238131,0.0632094325711652,0.07218610412469156,0.09816354202489017,-0.0019413018486062472,0.0038715710932898384,0.05808919687457381,0.09042720595063133,0.04902646430339408,0.03461465598817719,0.1258140910222919,0.11791307237024648,0.09041308948024054,0.053297010191094,0.16838426899748446,0.05885688782793377,0.12099213732358631,0.16237203895773622,0.040812944733468116,0.07724873087494327,-0.03342777560736852,0.10641203954507103,0.12725216959703806,0.09842328070566228,0.07595350099639663,0.1056168880642789,0.07919908519050141,0.10666861369938875,0.03523233675511907,0.13789259731091005,0.0864904235166802,0.0781938224145256,0.10436558515940168,0.03140415829619715,0.1448628409785065,0.17785959336582177,0.09758534045407896,0.04222559505518663,0.03949290905632378,0.14645258404201592,0.1068455966270635,0.05740439594781723,-0.07916113320643561,0.11787814240013103,0.1694024419838767
0.06865949207171607,0.12688057433702557,0.10543836054238084,0.05177656405753786,0.144369079056589,0.06594452968837197,0.18341705126198427,0.1513322068131962,0.14727426791095322,0.05469344559765143,0.141819335495114,0.15126957424340925,0.16864570818463936,0.10299627596897702,0.09465450676757234,-0.016275401854518257,0.08305402329326675,0.13041368757486826,0.036536491968785584,0.14936696347809217,0.11648041511289826,0.09455537184610062,0.017439814869926684,0.091890507937153,0.07190954010835554,0.1623520975650643,0.12883601784526783,0.04301942394237436,0.030129310309168447,0.03601092534739045,0.053700612298691205,0.08854063131401338,0.12455728456178239,0.032501118276296065,0.08821790353610172,0.016230431358818506,0.05896710682904699,0.002033039582280613,0.04058650977417115,0.22430972999147614,0.08798843612776927,0.07420740821580318,0.1535036579146258,0.0847606535561708,0.07866257223646388,0.1034139062581299,0.08036904581644742,0.10178918514061952,0.2562224805990103,-0.01580753391660618,0.1439689356570662,0.0385437822184537
0.08524883800150884,0.15285528721095526,0.1383229799630217,0.12422750819823589,0.07701414117220651,0.11385362170180117,0.03869646155334569,0.08555291032515708,0.11276158843760672,0.03912617734470543,0.15700157320317878,0.07809364245491413,0.09277193896261089,0.12469483061700523,0.05998906078928583,0.20049883640094276,0.18438394739890462,0.09670882325947755,0.1443768850978474,0.06459835974865737,0.1736246129985306,0.20311369501223075,0.12455223140771204,0.16020915834607544,0.0975080199492777,0.2089717887943447,0.03504310210024755,0.08123429385142635,0.07558291523853258,0.19928794008761264,0.13218493636526704,0.20399257653714686,0.1094640224484381,0.12329021779523607,0.1233394258585106,0.10684960736987378,0.10294727289678393,0.10103460336741216,0.12661277681181685,0.11709700145878352,0.10321872597538645,0.14784594141498592,0.17858982231565582,0.10061731574397079,0.11721783049504698,0.05801751816391688,0.0771564937638004,0.1089765385901615,0.15891786573873695,0.10470164472016516,0.10686656207487119,0.04365788280695895
0.08646795145453309,0.11901896317257459,0.15779523476643265,0.06925975792078849,0.23966368022133666,0.06358022670656945,0.18882978027746447,0.12159899553925013,0.16767080736651713,0.10798742558506691,0.10557332725320698,0.09296202013898504,0.2152517830305541,0.2233199703847964,0.21012609502954566,0.0753945578160592,0.11566599249009592,0.09060226732032634,0.1675200098503448,0.16062928959229877,0.1394186548078898,0.1476365340852067,0.19933934608672516,0.095315197900149,0.25826325226177604,0.09733218123067242,0.17851274189399535,0.07592350153553501,0.09705485355269447,0.09929979274569223,0.09804353736547838,0.16223592684847926,0.10287357177873091,0.1663420301481155,0.14334601834116784,0.18739595240690832,0.1705093281882205,0.12303282269957358,0.19366060060122534,0.23008559432250236,0.09220197201595415,0.13893133843663535,0.07136087813549777,0.09700654587881083,0.10048781792609258,0.15812232861360617,0.1431029728131002,0.1900871617422207,0.25325064817088877,0.19559529048625626,0.14831724837710827,0.12187120073581749
0.02084571640148128,0.1674174863680348,0.0961897084765652,0.13809861473498627,0.23202811195665532,0.27774687570925627,0.15479373892560902,0.1942863620165785,0.15941500772339573,0.15550905459619105,0.2684090846121877,0.15667069077391702,0.040340807874087864,0.15428876535825528,0.11287411289390328,0.21889726460773168,0.05775271338300818,0.09687301746180794,0.10718657088531594,0.20100474430043924,0.11761061499371755,0.1857369055087554,0.22968700584848456,0.13381679732183072,0.07310261730902255,0.11741527492003437,0.14146342889899008,0.11023864169855793,0.1392379892681153,0.21740344827999197,0.20752587806623873,0.10617939302580985,0.11879887460281001,0.08436637092312528,0.11915101504033335,0.20161278831393098,0.0934438890005665,0.15325230703337692,0.14909963395788048,0.18950290916221452,0.1826356045332087,0.17427624172536307,0.11994595276369109,0.16942700759708046,0.08102224413898258,0.16203807038711743,0.07893180688841264,0.22854796979477043,0.13687175992777187,0.16267492059767383,0.17217267412182646,0.1617974617981478
0.2177320162506349,0.29661239958351565,0.2611169453002884,0.17421380648343818,0.1640045620609394,0.1224438507384479,0.16559539009884086,0.14874531293918392,0.07891484352768123,0.2189703389804129,0.12057971019191141,0.20409810610301088,0.16974226151282018,0.20478773307853884,0.19754120629310076,0.1587661475258966,0.0865282600744529,0.23241879896080758,0.19604931259304892,0.16125331268888765,0.08422566464842346,0.18803223131773428,0.2043628156968999,0.23311829993979238,0.10629944009406193,0.1923425747972007,0.1712083705805672,0.20851744812724426,0.1983119859349197,0.2054801251277245,0.19464779921846026,0.22065173058751317,0.2605071142442505,0.15108582465132547,0.24751010557630898,0.14546555363446068,0.08246337483963553,0.1548386337147582,0.1470131507416129,0.3457935660759054,0.08970679510798069,0.25516985531998804,0.2268166497532878,0.18047984032195621,0.09457119327086806,0.04339457977603235,0.12336805708542009,0.17277341014213315,0.20783524595860253,0.16758932312778557,0.12677630176725763,0.1579977249588809
